churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls
Yes,-0.8882476692559125,no,no,-0.5724918637693445,-0.9497947068885032,1.8642646344581244,-0.9495309730583771,0.5511912662415657,-0.8670720305507186,0.5505618507161867,0.16641100122373745,0.5551868534180413,0.16812132919992412,0.8829665328547988,0.6369291491602725,0.8836913306610874,1.8598194998113533
No,-0.6615163463076612,no,no,-0.5724918637693445,0.137510740653176,1.3600086487672987,0.13755976323885147,-0.7366092146870606,2.4113691296957303,-0.7364294619056113,-0.0869149445189434,-0.29657263218829627,-0.08696246263186941,-0.4207220261256352,0.22989364995253192,-0.41742492051719093,-1.2021157978695052
No,1.7065663600407408,no,no,-0.5724918637693445,-0.9553611170295013,-0.20318490687426108,-0.9549882558711142,-1.8938492781943517,-1.4723227062885245,-1.89309254033786,-1.1734457586809095,1.4069463390243788,-1.1732675761224385,0.33976296661295124,-0.9912128476706901,0.33373497707026867,-0.43663197344929044
No,-0.1324765927617416,no,no,-0.5724918637693445,-0.4395404439636537,-0.6065896954269216,-0.43982075834873263,0.9290252015063392,-1.2705724810425891,0.9299101038036242,-0.1601419757101868,0.7556008500312972,-0.1617284016170502,0.73811224852364,0.22989364995253192,0.7361420650635503,1.0943356753911389
No,-0.9638247769053295,no,no,-0.5724918637693445,-1.1056541908364572,-1.514250469670408,-1.1056092615026578,2.1080253345838527,-1.2201349247311053,2.10751879130205,0.051622682059085066,-0.046055136421726386,0.05377342251670644,1.0278208171859582,0.6369291491602725,1.031240596258624,1.8598194998113533
Yes,1.5302197755254343,no,no,-0.5724918637693445,2.8316532488963815,-1.6655272653776556,2.83127455960588,2.3177132777150886,-0.16094624218994502,2.316974881963826,-0.7875195132135446,1.4069463390243788,-0.7862438919638549,-1.760624156188859,1.8580356467834946,-1.7587818804947972,1.8598194998113533
No,-0.3844002849264652,no,yes,1.4206585800325302,0.2989366347421287,1.9651158315962896,0.2990953344958694,1.5877618530412583,-0.5140091363703319,1.5885331444400952,-2.1986241953583203,-1.2485391161012618,-2.1980007398605057,1.2813158147654875,-0.17714184925520876,1.2860984186543691,-0.43663197344929044
No,-0.1828613311946863,no,no,-0.5724918637693445,0.1931748420631596,0.7044758673692252,0.19322404792876996,0.3474378875385723,0.5451795461708285,0.34808762974313695,-1.4010432880590993,1.056221844951181,-1.401963389488874,-0.7828577369535336,-0.5841773484629494,-0.7795912997111446,1.0943356753911389
No,-0.6111316078747164,no,yes,1.8635809008773914,0.17462014159316508,-1.7159528639467383,0.17466928636546367,0.24061572783020743,-1.7749480441574275,0.24103229451600708,-0.6865849567066954,0.4048763559580994,-0.6850899745133163,-0.09479988638052655,0.22989364995253192,-0.0954992501225651,-0.43663197344929044
No,-0.6867087155241336,no,no,-0.5724918637693445,0.8184682479019755,-0.5057384982887565,0.8186286582684402,-0.8137585522542136,-0.6148842489932994,-0.8132300284815956,-0.15024643095461332,-1.2986426152545758,-0.14853441238437154,0.9916072461031685,-0.9912128476706901,0.9909998874592955,-0.43663197344929044
No,1.1775266064948213,no,no,-0.5724918637693445,-0.4673724946686455,0.8557526630764729,-0.4671071724124181,0.7727483382292861,-0.3626964674358803,0.7716543908591716,0.16641100122373745,1.6574638347909487,0.16812132919992412,0.12248154011621233,-0.17714184925520876,0.11911786347385149,-1.2021157978695052
Yes,-0.5859392386582442,no,no,-0.5724918637693445,-2.187393228237138,-0.5561640968578391,-2.1872427149871494,-0.6080269854084728,1.0495551092856668,-0.6084285176123043,0.18224387283265464,-1.7996776067877154,0.18131531843260282,-1.6519834429404894,0.6369291491602725,-1.6514733236965886,2.625303324231568
No,0.7492563298147911,no,no,-0.5724918637693445,0.05030364844420194,0.60362467023106,0.05024323823505793,-2.5268694838735537,-0.06007112956697736,-2.52611539211567,-0.36794841557722946,-1.09822861864132,-0.3684342329290211,-0.27586774179447576,5.928390638860901,-0.2698756549196544,-1.2021157978695052
No,0.2706013147018162,no,no,-0.5724918637693445,-1.2967676056774007,0.14979428310931692,-1.296614159948456,-1.2529163199441598,0.09124153936747412,-1.2530878188713241,-0.2135779173902838,0.25456585849815744,-0.21450435854776656,-0.9277120212846928,0.6369291491602725,-0.9271405653086812,0.3288518509709242
No,0.7996410682477358,no,no,-0.5724918637693445,-1.8404203294482406,-0.7074408925650868,-1.8401595280970704,0.8815486860803989,-1.4218851499770406,0.881037015982543,0.7245197254380804,0.7556008500312972,0.7266668733833338,0.013840826867843213,-0.9912128476706901,0.011809306675642891,-1.2021157978695052
No,1.857720575339575,no,no,-0.5724918637693445,-1.0388572691444768,-1.2116968782559125,-1.0390304111872655,1.512590703616854,0.5956171024823124,1.5117325778641113,0.9956576517407931,0.7556008500312972,0.9949446544478061,1.8969465231729146,0.22989364995253192,1.9031226202440685,1.0943356753911389
No,-1.0897866229876914,no,yes,2.3065032217222523,0.6069446625440378,0.7549014659383078,0.6068860851342414,-0.18865109914600173,0.5956171024823124,-0.18951633628875378,-0.3501364350171977,0.7556008500312972,-0.3508422472854487,-0.27586774179447576,-0.5841773484629494,-0.2698756549196544,-1.2021157978695052
No,-1.1653637306371085,no,no,-0.5724918637693445,-0.8533102644445314,-1.3629736739631602,-0.8534827955542045,-0.8928860779641138,-0.009633573255493537,-0.8923578849538218,-1.9452982496156397,-1.5992636101744595,-1.947314944439605,1.6072379545105955,-0.17714184925520876,1.608024089048995,1.0943356753911389
No,-2.0219042839971686,no,no,-0.5724918637693445,0.18018655173416365,0.45234787452381237,0.18012656917820044,1.1387131446375747,-0.8166344742392347,1.1393661944653992,-0.37388574243057376,0.10425536103821553,-0.372832229339914,-1.4347020164437505,0.6369291491602725,-1.4368562101001716,-1.2021157978695052
No,-1.2913255767194702,no,no,-0.5724918637693445,-1.1316307714944496,0.8557526630764729,-1.1318042190037958,0.2861140551133997,0.4443044335478609,0.2852508025446044,-0.42930079306178537,-0.49698662880155214,-0.43000618268152324,0.3035493955301615,-1.3982483468784308,0.3069078378707165,-0.43663197344929044
No,1.0515647604124594,no,no,-0.5724918637693445,-1.7717679377092608,-0.2536105054433436,-1.7713977646565828,-1.2647854488006451,-1.8758231567803951,-1.264724268352534,0.991699433838564,2.4090163220906584,0.9905466580369131,1.4261700990966464,0.6369291491602725,1.4202341146521298,0.3288518509709242
No,-0.6363239770911888,no,no,-0.5724918637693445,0.8500112387009661,0.25064548024748207,0.8502808985823153,0.01708046769973901,0.34342932092489326,0.0176124644767798,0.9065977489406319,-0.09615863557504035,0.9069847262299465,0.013840826867843213,0.22989364995253192,0.011809306675642891,-0.43663197344929044
No,1.8073358369066304,no,no,-0.5724918637693445,0.5883899620740433,1.0574550573528032,0.5883313235709351,-3.3517739393992643,0.7469297714167639,-3.352303305281562,1.8387580649156525,-1.09822861864132,1.8393599653392603,0.8467529617720091,2.2650711459912354,0.8434506218617589,1.0943356753911389
Yes,-2.2234432377289477,no,no,-0.5724918637693445,1.2860466997458375,0.9061782616455555,1.2857720670387354,1.0239782323582196,0.9486799966626992,1.0230016996533018,1.5794947923196274,-0.49698662880155214,1.579878177096574,0.5570443931096908,-0.5841773484629494,0.5617656602664617,-0.43663197344929044
No,-1.0897866229876914,no,yes,1.2730178064175766,-0.06473549446976393,-0.3040361040124262,-0.06435970083242105,-0.11150176157884889,-1.2705724810425891,-0.11038847981652755,0.25942912192612777,0.8057043491846112,0.26047925382867654,-0.7104305947879536,-0.17714184925520876,-0.7125234517122639,-1.2021157978695052
No,-0.7119010847406059,no,yes,2.158862448107299,0.7368275658339994,-1.0099944839795822,0.7367694160773839,0.3296341942538452,0.09124153936747412,0.3294693105732009,-0.9418900114004902,-1.4489531127145177,-0.9401737663451099,1.6072379545105955,0.6369291491602725,1.608024089048995,1.0943356753911389
No,-1.6188263765336108,no,yes,1.6421197404549608,-0.630653858804597,1.4104342473363811,-0.6308256567945308,-0.7544129079717884,-1.0183846994851702,-0.7550477810755468,-1.4069806149124429,0.45497985511141337,-1.4063613858997668,1.5348108123450162,0.6369291491602725,1.5409562410501143,-1.2021157978695052
No,-0.5607468694417718,no,no,-0.5724918637693445,-0.9182517160895123,-1.8168040610849034,-0.917878732744502,0.4562382353896851,0.7973673277282477,0.4551429649702668,0.542441701935529,0.4048763559580994,0.5419510241258282,-0.09479988638052655,0.22989364995253192,-0.0954992501225651,-0.43663197344929044
No,0.9004105451136253,yes,yes,1.8635809008773914,0.4380968882670877,0.30107107881656464,0.4377103179393911,-0.25788768414216445,-0.06007112956697736,-0.2570077432797701,-1.9532146854200982,0.35477285680478543,-1.9517129408504978,0.08626796903342263,0.6369291491602725,0.09229072427429934,1.0943356753911389
No,1.2279113449277659,no,no,-0.5724918637693445,-0.7401265915775649,-0.3040361040124262,-0.7399713130492727,1.407746732051236,-0.41313402374736413,1.4070045325332239,-0.23930633375477448,0.4048763559580994,-0.24089233701312393,0.3035493955301615,1.8580356467834946,0.3069078378707165,-0.43663197344929044
No,-0.05689948511232451,no,no,-0.5724918637693445,-1.0017478682044878,0.09936868454023434,-1.0019208880606532,-0.6693508178336454,-0.7661969179277509,-0.6689380549145949,-0.24920187851034795,1.7576708330975768,-0.24968832983491052,-0.3120813128772654,-0.9912128476706901,-0.3101163637189823,1.0943356753911389
Yes,0.8752181758971529,yes,yes,2.454143995337206,-0.133387886208744,-0.7578664911341694,-0.1331214642729083,0.06455698312567927,0.34342932092489326,0.06415826240161861,-1.5474973504415863,-1.09822861864132,-1.5470972710483426,1.571024383427806,4.300248642029938,1.5677833802496663,-1.2021157978695052
No,-1.6692111149665556,no,no,-0.5724918637693445,-1.0295799189094796,-0.9091432868414171,-1.0292073021243386,1.6134782988969762,-0.11050868587846119,1.6141333332987566,2.198955894018526,-1.09822861864132,2.199995671032486,-0.09479988638052655,-0.17714184925520876,-0.0954992501225651,0.3288518509709242
No,1.505027406308962,no,no,-0.5724918637693445,-1.7532132372392664,-1.1612712796868299,-1.752843003093277,-0.699023639974858,0.49474198985934476,-0.6991928235657401,-0.43325901096401453,-0.3967796304949242,-0.43440417909241613,-0.38450845504284553,-0.17714184925520876,-0.3905977813176388,1.0943356753911389
No,-0.9134400384723849,no,no,-0.5724918637693445,-0.4877826651856394,-1.6655272653776556,-0.4878448471008192,0.4977801863873832,0.8982424403512154,0.4970341831026218,1.2846075586035386,-0.6974006254148081,1.2852124175667436,-2.448682006761866,-0.5841773484629494,-2.4428739300833766,-0.43663197344929044
No,-1.0394018845547466,no,yes,1.4944789668400071,-1.1019432507424582,-0.1527593083051785,-1.1023348918150155,0.2445721041157022,-0.41313402374736413,0.2456868743084909,-0.7380417894356773,0.8057043491846112,-0.7378659314440323,-0.6380034526223741,0.22989364995253192,-0.6320420341136082,0.3288518509709242
No,-0.8882476692559125,no,no,-0.5724918637693445,0.5754016717450473,1.0070294587837205,0.5752338448203663,-0.752434719829041,1.0999926655971506,-0.752720491179305,-1.30010873155225,0.9059113474912391,-1.3008094720383354,1.064034388268748,0.22989364995253192,1.0580677354581762,1.0943356753911389
No,1.0515647604124594,no,no,-0.5724918637693445,0.12452245032418005,1.662562240181794,0.12446228448828234,-1.3063273997983427,-1.321010037354073,-1.306615486484889,0.8274333908960443,1.3568428398710648,0.8278207908338728,-1.036352734533062,0.22989364995253192,-1.0344491221068897,0.3288518509709242
Yes,0.4721402684335951,no,no,-0.5724918637693445,-0.3931536927886674,0.7044758673692252,-0.3928881261591937,0.606580534238496,0.8478048840397315,0.6064168082259931,-1.131884470707501,-0.4468831296482382,-1.1336856084244014,-0.5293627393740044,-0.5841773484629494,-0.5247334773153995,2.625303324231568
No,-0.08209185432879687,no,yes,1.1991974196100996,-0.8737204349615258,1.7634134373199593,-0.8742204702426052,0.32765600611109724,-2.1280109383378143,0.3271420206769594,-2.568717569216768,-1.048125119488006,-2.567432438375517,0.2673358244473718,-0.5841773484629494,0.2666671290713886,-0.43663197344929044
No,-1.215748469070053,no,no,-0.5724918637693445,0.21544048262715335,0.4019222759547298,0.21505317917971786,1.368182969196286,-0.21138379850142885,1.3674406042971103,0.7205615075358514,-0.647297126261494,0.7222688769724409,-0.891498450201903,0.22989364995253192,-0.8868998565093532,1.0943356753911389
No,-1.0142095153382742,no,no,-0.5724918637693445,0.7479603861159961,-2.1697832510684814,0.7476839817028582,0.2069865294034995,0.7469297714167639,0.2061229460723782,0.9620127995718435,1.4570498381776928,0.9641586795715558,-1.2536341610298014,-0.5841773484629494,-1.2490662357033067,-0.43663197344929044
No,-2.2738279761618925,no,no,-0.5724918637693445,0.10782321990118487,0.60362467023106,0.10809043605007121,-0.2064547924307294,-1.7245104878459436,-0.20580736556244666,1.6309516250486098,-2.150402100860913,1.6326541340272902,0.4121901087785313,0.6369291491602725,0.4142163946689251,0.3288518509709242
No,-0.10728422354526923,no,no,-0.5724918637693445,-0.3727435222716735,0.8557526630764729,-0.37324190803334023,1.322684641913093,-1.6740729315344598,1.323222096268513,0.5562954645933316,-1.5992636101744595,0.555145013358507,-0.34829488396005515,0.22989364995253192,-0.35035707251831083,0.3288518509709242
Yes,-0.3340155464935205,no,no,-0.5724918637693445,-0.543446766595623,-0.8587176882723345,-0.5435091317907373,0.3771107096797849,0.7973673277282477,0.37601510849804054,0.0694346626191174,1.3568428398710648,0.07136540816027803,-0.20344059962889632,-0.5841773484629494,-0.20280780692077371,2.625303324231568
No,-0.48516976179235466,no,no,-0.5724918637693445,-0.08885660508075703,-1.6655272653776556,-0.08837174520846414,0.9626543999330471,-0.7661969179277509,0.9624921623510115,1.381583897208158,-0.09615863557504035,1.3819683386063897,-0.02237274421494714,-0.5841773484629494,-0.028431402123685036,-0.43663197344929044
No,1.026372391195987,no,no,-0.5724918637693445,-0.990615047922491,-0.10233370973609594,-0.9910063224351789,-0.4082299829909748,-1.926260713091879,-0.40828158653549645,-1.1793830855342533,1.4069463390243788,-1.1776655725333314,-0.8190713080363233,-0.9912128476706901,-0.8198320085104726,-0.43663197344929044
Yes,0.5225250068665398,no,yes,1.6421197404549608,0.33604603568211777,1.4608598459054638,0.3362048576224812,-2.479392968447614,-1.1696973684196215,-2.479569594190831,-0.37982306928391807,-1.1483321177946337,-0.3816282221616998,-1.6157698718576998,-0.5841773484629494,-1.6112326148972604,1.0943356753911389
No,-0.8126705616064953,no,no,-0.5724918637693445,-0.5842671076296108,-1.514250469670408,-0.5838930246049919,0.9072651319361168,3.2183700306794716,0.9066372048412044,-1.3970850701568696,0.1543588601915295,-1.397565393077981,0.6656851063580599,-0.5841773484629494,0.6690742170646703,1.0943356753911389
No,0.6232944837324292,no,no,-0.5724918637693445,0.9093862802049488,0.14979428310931692,0.9092195529598758,-0.45966287470240985,1.301742890843086,-0.45948196425281945,-0.21951524424362756,-0.24646913303498227,-0.21890235495865945,0.6294715352752702,1.451000147575754,0.6288335082653423,-0.43663197344929044
No,1.857720575339575,no,no,-0.5724918637693445,0.21915142272115204,-0.1527593083051785,0.21941900542990744,-0.6080269854084728,-0.3122589111243965,-0.6084285176123043,-0.6687729761466631,-2.3007125983208554,-0.6674979888697444,0.4121901087785313,-0.17714184925520876,0.4142163946689251,-0.43663197344929044
No,0.396563160784178,no,yes,1.9374012876848683,1.638586008675734,-0.8587176882723345,1.638312536741551,-0.44383736956043013,2.1087437918268273,-0.44319093497912576,-0.6747103030000068,0.30466935765147146,-0.6762939816915302,0.48461725094411073,-0.5841773484629494,0.48128424266780523,0.3288518509709242
No,-0.6615163463076612,no,yes,1.8635809008773914,0.24883894347314317,-0.4553128997196739,0.24888833261868806,0.8993523793651266,-0.21138379850142885,0.8996553351524791,-1.234798136165465,-0.3967796304949242,-1.2348395258749403,1.571024383427806,-0.5841773484629494,1.5677833802496663,0.3288518509709242
No,1.2279113449277659,no,yes,1.4944789668400071,0.00762783736321431,-0.40488730115059135,0.007676432295708557,-0.2539313078566691,-1.8253856004689113,-0.2546804533835278,1.2885657765057679,-2.350816097474169,1.2896104139776365,0.8467529617720091,-0.5841773484629494,0.8434506218617589,1.0943356753911389
No,-1.5684416381006663,no,no,-0.5724918637693445,-0.9108298359015149,-0.10233370973609594,-0.9113299933692174,-0.7465001554007982,-0.16094624218994502,-0.7457386214905792,-0.8191852564313795,0.30466935765147146,-0.8214278632509989,-0.7466441658707439,0.6369291491602725,-0.7527641605115925,0.3288518509709242
No,-1.5180568996677215,no,yes,2.454143995337206,-0.5972553979586072,-1.3125480753940777,-0.596990503355561,-0.6159397379794629,-0.6148842489932994,-0.61541038730103,0.2713037756328158,0.10425536103821553,0.2692752466504631,-1.4709155875265403,0.22989364995253192,-1.4770969188995,0.3288518509709242
No,-1.4424797920183043,yes,no,-0.5724918637693445,1.321300630638827,0.25064548024748207,1.3217901336028,0.24061572783020743,0.19211665199044178,0.24103229451600708,-0.8429345638447556,-1.6493671093277735,-0.8434178453054642,-0.34829488396005515,-0.17714184925520876,-0.35035707251831083,-1.2021157978695052
No,0.3209860531347609,yes,no,-0.5724918637693445,-1.0221580387214817,-0.3544617025815088,-1.0226585627490539,0.11401168669436693,0.9486799966626992,0.11303135022269974,-1.4069806149124429,1.9580848297108326,-1.4063613858997668,-0.7104305947879536,1.451000147575754,-0.7125234517122639,-1.2021157978695052
No,0.6484868529489016,no,no,-0.5724918637693445,0.5809680818860453,-1.514250469670408,0.580691127633103,0.32172144168285505,-1.0183846994851702,0.3224874408844756,-0.9280362487426876,-2.0000916034009713,-0.9269797771124308,-0.891498450201903,-1.3982483468784308,-0.8868998565093532,-0.43663197344929044
Yes,1.2531037141442383,no,no,-0.5724918637693445,-0.025770623482775524,0.048943085971151774,-0.026158721143261267,-0.6238524905504531,0.49474198985934476,-0.6247195468859981,-1.0250125873473077,0.004048362731587591,-1.0237356981520764,1.2813158147654875,-0.5841773484629494,1.2860984186543691,1.8598194998113533
No,0.95079528354657,no,no,-0.5724918637693445,1.1413200360798805,-0.3544617025815088,1.1416998007824761,-0.5961578565519878,-0.8670720305507186,-0.5967920681310944,1.8783402439379464,0.2044623593448435,1.8789419330372972,0.5570443931096908,1.0439646483680132,0.5617656602664617,1.0943356753911389
No,1.5554121447419067,no,yes,2.82324592937459,0.8277455981369728,-0.1527593083051785,0.8273603107688193,-0.24601855528567954,-0.8166344742392347,-0.24537129379856018,1.0728429008342661,-1.9499881042476574,1.0741085898438805,0.6656851063580599,-0.9912128476706901,0.6690742170646703,-1.2021157978695052
No,1.1775266064948213,no,no,-0.5724918637693445,1.2674919992758429,-0.8587176882723345,1.267217305475429,-1.0234464953854492,-0.7661969179277509,-1.0226861191433712,-0.5520055480308961,0.45497985511141337,-0.5531500821865267,-0.8190713080363233,-0.17714184925520876,-0.8198320085104726,1.0943356753911389
No,-0.2584384388441034,no,no,-0.5724918637693445,0.42881953803209044,2.3180950215798677,0.4289786654390119,0.5155838796721103,0.8478048840397315,0.515652502272557,-0.9498064472049491,0.25456585849815744,-0.9489697591668956,-1.0725663056158523,-0.17714184925520876,-1.074689830906218,-0.43663197344929044
No,-0.3844002849264652,no,no,-0.5724918637693445,1.0299918332599132,0.45234787452381237,1.0303712314026399,-0.8592568795374064,-0.3122589111243965,-0.8597758264064348,-0.2412854427058896,-0.046055136421726386,-0.24089233701312393,0.6294715352752702,-0.5841773484629494,0.6288335082653423,-1.2021157978695052
No,-1.2661332075029978,no,no,-0.5724918637693445,-0.43026309372865645,-0.5057384982887565,-0.4299976492858059,0.44832548281869555,-1.4218851499770406,0.4481610952815407,-0.37586485138168835,0.5551868534180413,-0.3772302257508069,-1.5071291586093303,-0.9912128476706901,-1.503924058099052,-0.43663197344929044
Yes,-0.45997739257588227,no,no,-0.5724918637693445,2.2267700135745603,0.45234787452381237,2.2266076239546093,-0.38844810156349974,-0.009633573255493537,-0.3873359774693189,1.3796047882570441,-1.3487461144078898,1.3775703421954968,0.5208308220269005,-0.17714184925520876,0.5215249514671337,-1.2021157978695052
Yes,1.1019494988454042,no,no,-0.5724918637693445,-2.202236988613134,0.8557526630764729,-2.202523106862813,-2.4437855818781586,-0.7661969179277509,-2.4446602457472015,-0.5421100032753227,-0.046055136421726386,-0.5399560929538476,-0.7466441658707439,1.0439646483680132,-0.7527641605115925,1.8598194998113533
No,-1.3669026843688874,no,no,-0.5724918637693445,0.6273548330610317,-1.4133992725322428,0.6276237598226421,-0.7168273332595856,0.19211665199044178,-0.7178111427356757,-0.4530501004751615,0.6553938517246692,-0.4519961647359877,-0.7466441658707439,-0.5841773484629494,-0.7527641605115925,0.3288518509709242
No,-0.7622858231735506,no,no,-0.5724918637693445,-0.18719651757172823,-0.10233370973609594,-0.1876942924002792,-0.8988206423923565,0.09124153936747412,-0.8993397546425479,0.5582745735444462,-1.1984356169479478,0.5595430097693999,1.7158786677589652,-0.9912128476706901,1.715332645847203,-0.43663197344929044
No,1.1019494988454042,no,no,-0.5724918637693445,0.3861437269511028,-0.05190811116701337,0.38641185949966256,2.034832373302195,-1.321010037354073,2.0353728045185497,0.46723556179317044,0.956014846644553,0.46718508514064744,1.064034388268748,-0.9912128476706901,1.0580677354581762,-0.43663197344929044
No,0.396563160784178,yes,no,-0.5724918637693445,0.6514759436720248,0.2002198816783995,0.6516358041986852,0.08236067641040694,-1.0688222557966538,0.08277658157155464,1.5458499401506778,0.45497985511141337,1.54469420580943,0.8467529617720091,0.22989364995253192,0.8434506218617589,1.0943356753911389
No,-1.1401713614206361,no,yes,1.2730178064175766,-0.27254813973370295,1.1583062544909684,-0.27282790427897796,-1.27665457765713,-0.2618213548129127,-1.2763607178337435,-0.48867406159522614,-0.49698662880155214,-0.48718013602313165,0.2673358244473718,-0.9912128476706901,0.2666671290713886,1.0943356753911389
No,-0.7622858231735506,no,yes,1.1991974196100996,1.284191229698838,0.048943085971151774,1.284680610476188,1.1683859667787873,-0.11050868587846119,1.1672936732203028,0.44150714542867925,-1.5992636101744595,0.44079710667528926,-0.16722702854610597,-0.17714184925520876,-0.1625670981214458,-0.43663197344929044
Yes,0.1446394686194544,no,no,-0.5724918637693445,0.5624133814160508,-0.20318490687426108,0.5621363660697968,0.9606762117902992,-0.7661969179277509,0.9601648724547692,-0.17795395627021912,-0.5971936271081801,-0.1793203872606226,0.7743258196064297,-1.3982483468784308,0.7763827738628789,0.3288518509709242
No,0.6988715913818464,no,yes,1.5682993536474839,-0.01834874329477761,0.2002198816783995,-0.01851852520542931,0.4997583745301306,-0.7157593616162671,0.4993614729988633,2.4265534233967156,-1.09822861864132,2.428691484398921,-0.6017898815395845,1.0439646483680132,-0.605214894914056,-1.2021157978695052
Yes,-0.15766896197821395,no,no,-0.5724918637693445,-0.4154193333526606,0.25064548024748207,-0.4158087139726896,-0.9027770186778513,0.04080398305599029,-0.9016670445387899,-0.2135779173902838,-0.797607623721436,-0.21450435854776656,-0.8190713080363233,0.22989364995253192,-0.8198320085104726,1.8598194998113533
No,0.2706013147018162,no,no,-0.5724918637693445,0.6310657731550309,0.9061782616455555,0.6308981295102845,0.15555363769206443,-1.2201349247311053,0.15492256835505475,-0.35607376187054146,-0.09615863557504035,-0.3552402436963416,0.6294715352752702,-0.9912128476706901,0.6288335082653423,-0.43663197344929044
No,-0.6615163463076612,no,yes,2.011221674492345,-0.48592719513864,0.2002198816783995,-0.4856619339757244,-1.5278844717860631,-0.8166344742392347,-1.527708026627874,0.03381070149905272,-2.150402100860913,0.03178344046224118,0.23112225336458211,1.8580356467834946,0.22642642027206009,0.3288518509709242
Yes,0.6988715913818464,no,no,-0.5724918637693445,1.0689567042469017,1.2591574516291335,1.0685722110917988,0.9290252015063392,-0.3626964674358803,0.9299101038036242,0.16839011017485203,-1.5992636101744595,0.16812132919992412,1.3175293858482773,-0.17714184925520876,1.3129255578539212,-0.43663197344929044
No,-0.45997739257588227,no,no,-0.5724918637693445,-0.675185139932584,-1.968080856792151,-0.675575375858975,-0.11347994972159628,0.2425542083019256,-0.11271576971276903,-1.7968650782820377,-0.29657263218829627,-1.7977830664692434,0.3035493955301615,-0.9912128476706901,0.3069078378707165,-0.43663197344929044
Yes,1.3790655602266002,no,no,-0.5724918637693445,0.42881953803209044,-0.0014825125979307972,0.4289786654390119,-0.19260747543149653,0.19211665199044178,-0.19184362618499526,-0.0869149445189434,0.956014846644553,-0.08696246263186941,-0.49314916829121463,-0.17714184925520876,-0.49790633811584734,-1.2021157978695052
